country,iso3,continent,income_group,latitude,longitude,year,category,metric,value,unit,source
South Korea,KOR,Asia,High Income,35.91,127.77,2013,SDG Goals,SDG Goal 12: Responsible Consumption,71.4,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2014,SDG Goals,SDG Goal 12: Responsible Consumption,71.5,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2015,SDG Goals,SDG Goal 12: Responsible Consumption,71.7,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2016,SDG Goals,SDG Goal 12: Responsible Consumption,71.5,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2017,SDG Goals,SDG Goal 12: Responsible Consumption,71.1,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2018,SDG Goals,SDG Goal 12: Responsible Consumption,70.7,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2019,SDG Goals,SDG Goal 12: Responsible Consumption,70.5,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2020,SDG Goals,SDG Goal 12: Responsible Consumption,70.5,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2021,SDG Goals,SDG Goal 12: Responsible Consumption,73.1,score 0-100,SDG Index 2000-2022
South Korea,KOR,Asia,High Income,35.91,127.77,2022,SDG Goals,SDG Goal 12: Responsible Consumption,73.1,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2000,SDG Goals,SDG Goal 12: Responsible Consumption,50.2,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2001,SDG Goals,SDG Goal 12: Responsible Consumption,50.4,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2002,SDG Goals,SDG Goal 12: Responsible Consumption,50.4,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2003,SDG Goals,SDG Goal 12: Responsible Consumption,50.8,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2004,SDG Goals,SDG Goal 12: Responsible Consumption,50.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2005,SDG Goals,SDG Goal 12: Responsible Consumption,50.7,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2006,SDG Goals,SDG Goal 12: Responsible Consumption,50.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2007,SDG Goals,SDG Goal 12: Responsible Consumption,51.4,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2008,SDG Goals,SDG Goal 12: Responsible Consumption,52.3,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2009,SDG Goals,SDG Goal 12: Responsible Consumption,53.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2010,SDG Goals,SDG Goal 12: Responsible Consumption,53.7,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2011,SDG Goals,SDG Goal 12: Responsible Consumption,53.8,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2012,SDG Goals,SDG Goal 12: Responsible Consumption,53.8,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2013,SDG Goals,SDG Goal 12: Responsible Consumption,53.9,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2014,SDG Goals,SDG Goal 12: Responsible Consumption,53.9,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2015,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2016,SDG Goals,SDG Goal 12: Responsible Consumption,54.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2017,SDG Goals,SDG Goal 12: Responsible Consumption,54.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2018,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2019,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2020,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2021,SDG Goals,SDG Goal 12: Responsible Consumption,63.5,score 0-100,SDG Index 2000-2022
UK,GBR,Europe,High Income,55.38,-3.44,2022,SDG Goals,SDG Goal 12: Responsible Consumption,63.5,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2000,SDG Goals,SDG Goal 12: Responsible Consumption,51.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2001,SDG Goals,SDG Goal 12: Responsible Consumption,51.7,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2002,SDG Goals,SDG Goal 12: Responsible Consumption,52.0,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2003,SDG Goals,SDG Goal 12: Responsible Consumption,52.0,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2004,SDG Goals,SDG Goal 12: Responsible Consumption,52.0,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2005,SDG Goals,SDG Goal 12: Responsible Consumption,51.8,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2006,SDG Goals,SDG Goal 12: Responsible Consumption,51.7,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2007,SDG Goals,SDG Goal 12: Responsible Consumption,52.1,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2008,SDG Goals,SDG Goal 12: Responsible Consumption,53.2,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2009,SDG Goals,SDG Goal 12: Responsible Consumption,54.5,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2010,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2011,SDG Goals,SDG Goal 12: Responsible Consumption,54.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2012,SDG Goals,SDG Goal 12: Responsible Consumption,53.9,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2013,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2014,SDG Goals,SDG Goal 12: Responsible Consumption,54.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2015,SDG Goals,SDG Goal 12: Responsible Consumption,54.4,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2016,SDG Goals,SDG Goal 12: Responsible Consumption,54.2,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2017,SDG Goals,SDG Goal 12: Responsible Consumption,54.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2018,SDG Goals,SDG Goal 12: Responsible Consumption,54.4,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2019,SDG Goals,SDG Goal 12: Responsible Consumption,54.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2020,SDG Goals,SDG Goal 12: Responsible Consumption,54.3,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2021,SDG Goals,SDG Goal 12: Responsible Consumption,59.9,score 0-100,SDG Index 2000-2022
USA,USA,North America,High Income,37.09,-95.71,2022,SDG Goals,SDG Goal 12: Responsible Consumption,59.9,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2000,SDG Goals,SDG Goal 13: Climate Action,3.4,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2001,SDG Goals,SDG Goal 13: Climate Action,3.1,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2002,SDG Goals,SDG Goal 13: Climate Action,3.1,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2003,SDG Goals,SDG Goal 13: Climate Action,2.8,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2004,SDG Goals,SDG Goal 13: Climate Action,2.0,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2005,SDG Goals,SDG Goal 13: Climate Action,2.1,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2006,SDG Goals,SDG Goal 13: Climate Action,2.0,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2007,SDG Goals,SDG Goal 13: Climate Action,1.9,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2008,SDG Goals,SDG Goal 13: Climate Action,2.2,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2009,SDG Goals,SDG Goal 13: Climate Action,2.6,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2010,SDG Goals,SDG Goal 13: Climate Action,3.3,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2011,SDG Goals,SDG Goal 13: Climate Action,3.0,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2012,SDG Goals,SDG Goal 13: Climate Action,3.3,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2013,SDG Goals,SDG Goal 13: Climate Action,4.4,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2014,SDG Goals,SDG Goal 13: Climate Action,6.5,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2015,SDG Goals,SDG Goal 13: Climate Action,11.1,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2016,SDG Goals,SDG Goal 13: Climate Action,11.7,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2017,SDG Goals,SDG Goal 13: Climate Action,10.5,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2018,SDG Goals,SDG Goal 13: Climate Action,14.1,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2019,SDG Goals,SDG Goal 13: Climate Action,14.6,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2020,SDG Goals,SDG Goal 13: Climate Action,16.0,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2021,SDG Goals,SDG Goal 13: Climate Action,16.9,score 0-100,SDG Index 2000-2022
Australia,AUS,Oceania,High Income,-25.27,133.77,2022,SDG Goals,SDG Goal 13: Climate Action,16.9,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2000,SDG Goals,SDG Goal 13: Climate Action,93.2,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2001,SDG Goals,SDG Goal 13: Climate Action,93.1,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2002,SDG Goals,SDG Goal 13: Climate Action,93.2,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2003,SDG Goals,SDG Goal 13: Climate Action,93.2,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2004,SDG Goals,SDG Goal 13: Climate Action,93.1,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2005,SDG Goals,SDG Goal 13: Climate Action,93.1,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2006,SDG Goals,SDG Goal 13: Climate Action,93.1,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2007,SDG Goals,SDG Goal 13: Climate Action,93.0,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2008,SDG Goals,SDG Goal 13: Climate Action,92.8,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2009,SDG Goals,SDG Goal 13: Climate Action,93.0,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2010,SDG Goals,SDG Goal 13: Climate Action,92.6,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2011,SDG Goals,SDG Goal 13: Climate Action,92.1,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2012,SDG Goals,SDG Goal 13: Climate Action,92.0,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2013,SDG Goals,SDG Goal 13: Climate Action,91.6,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2014,SDG Goals,SDG Goal 13: Climate Action,91.8,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2015,SDG Goals,SDG Goal 13: Climate Action,93.0,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2016,SDG Goals,SDG Goal 13: Climate Action,93.7,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2017,SDG Goals,SDG Goal 13: Climate Action,93.6,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2018,SDG Goals,SDG Goal 13: Climate Action,93.9,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2019,SDG Goals,SDG Goal 13: Climate Action,93.9,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2020,SDG Goals,SDG Goal 13: Climate Action,94.2,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2021,SDG Goals,SDG Goal 13: Climate Action,93.9,score 0-100,SDG Index 2000-2022
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2022,SDG Goals,SDG Goal 13: Climate Action,93.9,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2000,SDG Goals,SDG Goal 13: Climate Action,23.4,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2001,SDG Goals,SDG Goal 13: Climate Action,24.1,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2002,SDG Goals,SDG Goal 13: Climate Action,24.2,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2003,SDG Goals,SDG Goal 13: Climate Action,23.6,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2004,SDG Goals,SDG Goal 13: Climate Action,23.9,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2005,SDG Goals,SDG Goal 13: Climate Action,24.5,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2006,SDG Goals,SDG Goal 13: Climate Action,25.1,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2007,SDG Goals,SDG Goal 13: Climate Action,24.1,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2008,SDG Goals,SDG Goal 13: Climate Action,25.2,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2009,SDG Goals,SDG Goal 13: Climate Action,27.2,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2010,SDG Goals,SDG Goal 13: Climate Action,26.9,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2011,SDG Goals,SDG Goal 13: Climate Action,26.7,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2012,SDG Goals,SDG Goal 13: Climate Action,26.9,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2013,SDG Goals,SDG Goal 13: Climate Action,27.0,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2014,SDG Goals,SDG Goal 13: Climate Action,28.1,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2015,SDG Goals,SDG Goal 13: Climate Action,31.0,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2016,SDG Goals,SDG Goal 13: Climate Action,33.0,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2017,SDG Goals,SDG Goal 13: Climate Action,36.7,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2018,SDG Goals,SDG Goal 13: Climate Action,37.1,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2019,SDG Goals,SDG Goal 13: Climate Action,37.4,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2020,SDG Goals,SDG Goal 13: Climate Action,39.9,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2021,SDG Goals,SDG Goal 13: Climate Action,39.6,score 0-100,SDG Index 2000-2022
Canada,CAN,North America,High Income,56.13,-106.35,2022,SDG Goals,SDG Goal 13: Climate Action,39.6,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2000,SDG Goals,SDG Goal 13: Climate Action,68.5,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2001,SDG Goals,SDG Goal 13: Climate Action,68.4,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2002,SDG Goals,SDG Goal 13: Climate Action,68.6,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2003,SDG Goals,SDG Goal 13: Climate Action,68.5,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2004,SDG Goals,SDG Goal 13: Climate Action,68.6,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2005,SDG Goals,SDG Goal 13: Climate Action,68.6,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2006,SDG Goals,SDG Goal 13: Climate Action,68.9,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2007,SDG Goals,SDG Goal 13: Climate Action,69.3,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2008,SDG Goals,SDG Goal 13: Climate Action,69.5,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2009,SDG Goals,SDG Goal 13: Climate Action,70.1,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2010,SDG Goals,SDG Goal 13: Climate Action,70.0,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2011,SDG Goals,SDG Goal 13: Climate Action,69.9,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2012,SDG Goals,SDG Goal 13: Climate Action,71.7,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2013,SDG Goals,SDG Goal 13: Climate Action,70.9,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2014,SDG Goals,SDG Goal 13: Climate Action,71.2,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2015,SDG Goals,SDG Goal 13: Climate Action,72.7,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2016,SDG Goals,SDG Goal 13: Climate Action,72.8,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2017,SDG Goals,SDG Goal 13: Climate Action,74.3,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2018,SDG Goals,SDG Goal 13: Climate Action,73.4,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2019,SDG Goals,SDG Goal 13: Climate Action,73.5,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2020,SDG Goals,SDG Goal 13: Climate Action,74.5,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2021,SDG Goals,SDG Goal 13: Climate Action,73.8,score 0-100,SDG Index 2000-2022
France,FRA,Europe,High Income,46.23,2.21,2022,SDG Goals,SDG Goal 13: Climate Action,73.8,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2000,SDG Goals,SDG Goal 13: Climate Action,56.9,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2001,SDG Goals,SDG Goal 13: Climate Action,56.6,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2002,SDG Goals,SDG Goal 13: Climate Action,56.9,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2003,SDG Goals,SDG Goal 13: Climate Action,56.9,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2004,SDG Goals,SDG Goal 13: Climate Action,57.1,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2005,SDG Goals,SDG Goal 13: Climate Action,57.5,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2006,SDG Goals,SDG Goal 13: Climate Action,57.3,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2007,SDG Goals,SDG Goal 13: Climate Action,57.8,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2008,SDG Goals,SDG Goal 13: Climate Action,57.8,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2009,SDG Goals,SDG Goal 13: Climate Action,59.1,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2010,SDG Goals,SDG Goal 13: Climate Action,58.2,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2011,SDG Goals,SDG Goal 13: Climate Action,57.6,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2012,SDG Goals,SDG Goal 13: Climate Action,59.8,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2013,SDG Goals,SDG Goal 13: Climate Action,59.4,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2014,SDG Goals,SDG Goal 13: Climate Action,59.5,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2015,SDG Goals,SDG Goal 13: Climate Action,62.2,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2016,SDG Goals,SDG Goal 13: Climate Action,61.0,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2017,SDG Goals,SDG Goal 13: Climate Action,62.2,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2018,SDG Goals,SDG Goal 13: Climate Action,62.3,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2019,SDG Goals,SDG Goal 13: Climate Action,63.3,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2020,SDG Goals,SDG Goal 13: Climate Action,64.7,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2021,SDG Goals,SDG Goal 13: Climate Action,64.0,score 0-100,SDG Index 2000-2022
Germany,DEU,Europe,High Income,51.17,10.45,2022,SDG Goals,SDG Goal 13: Climate Action,64.0,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2000,SDG Goals,SDG Goal 13: Climate Action,96.8,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2001,SDG Goals,SDG Goal 13: Climate Action,96.8,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2002,SDG Goals,SDG Goal 13: Climate Action,96.7,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2003,SDG Goals,SDG Goal 13: Climate Action,96.7,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2004,SDG Goals,SDG Goal 13: Climate Action,96.6,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2005,SDG Goals,SDG Goal 13: Climate Action,96.5,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2006,SDG Goals,SDG Goal 13: Climate Action,96.4,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2007,SDG Goals,SDG Goal 13: Climate Action,96.2,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2008,SDG Goals,SDG Goal 13: Climate Action,96.0,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2009,SDG Goals,SDG Goal 13: Climate Action,95.8,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2010,SDG Goals,SDG Goal 13: Climate Action,95.7,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2011,SDG Goals,SDG Goal 13: Climate Action,95.3,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2012,SDG Goals,SDG Goal 13: Climate Action,95.1,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2013,SDG Goals,SDG Goal 13: Climate Action,95.2,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2014,SDG Goals,SDG Goal 13: Climate Action,95.0,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2015,SDG Goals,SDG Goal 13: Climate Action,94.9,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2016,SDG Goals,SDG Goal 13: Climate Action,94.7,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2017,SDG Goals,SDG Goal 13: Climate Action,94.6,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2018,SDG Goals,SDG Goal 13: Climate Action,94.3,score 0-100,SDG Index 2000-2022
India,IND,Asia,Lower Middle Income,20.59,78.96,2019,SDG Goals,SDG Goal 13: Climate Action,94.3,score 0-100,SDG Index 2000-2022
